Person ID,Activity Type,Start Time,End Time,Duration (minutes),Date
82,Working,07:09,12:56,347,2023-04-07
131,Relaxing,01:05,02:30,85,2023-01-20
451,Relaxing,12:25,13:43,78,2023-01-29
303,Eating,07:52,09:16,84,2023-02-20
460,Cleaning,22:18,00:10,112,2023-02-18
397,Shopping,17:18,18:05,47,2023-01-31
369,Shopping,16:17,18:03,106,2023-03-08
108,Shopping,07:15,08:07,52,2023-05-13
26,Relaxing,00:31,02:09,98,2023-05-23
481,Sleeping,05:44,12:57,433,2023-03-17
442,Exercising,22:25,23:33,68,2023-06-10
61,Walking,00:48,02:06,78,2023-03-03
243,Shopping,16:36,17:54,78,2023-01-23
74,Cleaning,20:41,21:04,23,2023-06-19
305,Walking,18:02,18:32,30,2023-02-22
29,Socializing,10:36,12:00,84,2023-01-20
300,Cleaning,23:48,00:46,58,2023-05-04
432,Working,09:40,14:28,288,2023-04-01
222,Shopping,22:42,00:00,78,2023-02-26
162,Cooking,03:26,04:00,34,2023-03-16
188,Exercising,20:53,22:09,76,2023-02-12
342,Working,02:24,09:49,445,2023-04-10
72,Shopping,04:43,05:14,31,2023-06-05
185,Exercising,06:10,06:47,37,2023-03-15
355,Exercising,01:38,02:33,55,2023-01-26
469,Exercising,02:52,03:27,35,2023-04-28
110,Exercising,11:37,12:12,35,2023-05-01
462,Cleaning,04:41,06:01,80,2023-06-17
383,Relaxing,06:28,07:59,91,2023-02-25
489,Eating,12:33,14:01,88,2023-03-20
246,Working,06:19,13:06,407,2023-04-27
158,Cooking,19:34,21:26,112,2023-03-27
217,Cooking,21:25,22:49,84,2023-02-09
174,Cooking,20:11,21:51,100,2023-03-28
442,Socializing,18:37,20:27,110,2023-06-28
355,Socializing,02:59,03:39,40,2023-05-18
30,Eating,06:44,08:04,80,2023-03-06
108,Relaxing,22:03,23:17,74,2023-04-10
421,Relaxing,14:07,15:08,61,2023-03-19
82,Sleeping,11:47,18:17,390,2023-03-15
230,Shopping,07:42,09:40,118,2023-04-01
236,Walking,14:54,15:32,38,2023-02-15
352,Sleeping,20:27,05:05,518,2023-06-03
58,Working,17:08,01:41,513,2023-01-02
218,Sleeping,06:51,14:10,439,2023-06-16
367,Relaxing,02:12,03:18,66,2023-03-26
71,Shopping,22:29,23:16,47,2023-03-16
270,Exercising,06:25,07:22,57,2023-06-07
42,Walking,03:58,04:36,38,2023-02-23
342,Eating,14:53,15:30,37,2023-06-03
167,Relaxing,06:35,08:24,109,2023-05-23
110,Working,09:52,15:12,320,2023-03-18
426,Socializing,16:18,17:44,86,2023-03-21
388,Walking,19:52,20:38,46,2023-02-02
467,Cleaning,14:50,15:12,22,2023-03-04
323,Cooking,22:58,00:19,81,2023-01-05
238,Walking,23:08,00:15,67,2023-05-29
104,Cooking,02:19,04:14,115,2023-05-01
417,Exercising,05:19,06:45,86,2023-03-02
85,Exercising,21:19,22:46,87,2023-04-05
226,Relaxing,21:52,23:52,120,2023-01-08
493,Eating,20:22,21:14,52,2023-06-22
306,Relaxing,10:10,11:51,101,2023-05-09
499,Working,02:04,09:19,435,2023-03-15
454,Relaxing,20:10,20:58,48,2023-02-17
41,Shopping,12:42,13:21,39,2023-04-02
81,Working,23:42,06:50,428,2023-01-15
307,Working,13:15,18:25,310,2023-01-02
322,Eating,05:41,06:25,44,2023-04-15
298,Working,17:45,23:52,367,2023-05-29
261,Shopping,18:23,19:17,54,2023-02-01
36,Shopping,08:53,10:11,78,2023-02-26
205,Sleeping,05:39,13:29,470,2023-02-06
282,Cooking,01:36,02:35,59,2023-03-16
123,Cleaning,04:11,05:33,82,2023-03-12
18,Socializing,08:13,09:38,85,2023-01-28
480,Sleeping,02:56,10:25,449,2023-05-01
358,Relaxing,09:51,10:26,35,2023-04-10
487,Socializing,05:41,06:22,41,2023-04-18
178,Walking,14:22,15:00,38,2023-05-28
215,Socializing,20:55,21:20,25,2023-03-16
450,Walking,22:17,23:23,66,2023-06-23
288,Relaxing,07:47,09:38,111,2023-01-01
12,Cleaning,13:45,15:08,83,2023-03-04
397,Relaxing,08:45,10:28,103,2023-05-13
107,Cooking,05:48,06:55,67,2023-03-05
465,Sleeping,09:31,18:16,525,2023-04-23
213,Exercising,22:34,23:34,60,2023-04-18
296,Working,04:59,12:29,450,2023-04-08
374,Sleeping,06:21,13:41,440,2023-03-27
352,Exercising,14:43,15:39,56,2023-04-21
386,Cooking,19:07,19:52,45,2023-01-14
85,Sleeping,08:37,17:47,550,2023-02-13
423,Cooking,13:06,14:35,89,2023-03-09
296,Cleaning,14:23,16:11,108,2023-04-15
413,Exercising,10:15,10:52,37,2023-03-11
129,Cleaning,16:09,17:48,99,2023-01-01
492,Cleaning,14:36,14:56,20,2023-02-16
218,Walking,04:49,05:25,36,2023-04-08
439,Socializing,11:59,12:53,54,2023-04-11
398,Exercising,11:15,12:34,79,2023-01-14
380,Shopping,20:43,21:44,61,2023-01-01
54,Sleeping,13:56,21:45,469,2023-04-11
262,Working,06:03,11:43,340,2023-04-11
364,Socializing,11:53,13:03,70,2023-06-10
481,Socializing,18:10,20:03,113,2023-03-02
279,Cooking,05:13,06:12,59,2023-06-14
268,Socializing,10:50,11:45,55,2023-06-02
330,Exercising,17:11,18:27,76,2023-02-09
34,Eating,20:56,21:28,32,2023-05-10
77,Eating,04:57,05:39,42,2023-06-17
80,Shopping,21:34,23:05,91,2023-04-09
126,Exercising,23:51,01:17,86,2023-06-11
417,Working,05:16,11:30,374,2023-05-08
214,Exercising,11:32,12:26,54,2023-01-03
137,Cooking,01:14,03:09,115,2023-01-27
79,Socializing,16:07,17:21,74,2023-01-05
246,Working,03:47,09:09,322,2023-01-13
121,Walking,11:58,13:23,85,2023-05-10
56,Shopping,15:14,16:11,57,2023-03-12
299,Socializing,18:24,19:53,89,2023-06-05
221,Walking,02:54,04:19,85,2023-04-03
465,Shopping,07:06,07:35,29,2023-06-25
166,Walking,19:34,21:02,88,2023-02-20
120,Eating,13:32,14:18,46,2023-04-08
162,Shopping,17:03,17:31,28,2023-06-04
235,Socializing,12:46,14:17,91,2023-02-07
86,Eating,14:10,15:00,50,2023-01-07
13,Sleeping,21:01,03:19,378,2023-06-24
412,Exercising,13:17,14:31,74,2023-01-30
463,Sleeping,02:49,12:44,595,2023-05-01
19,Working,08:12,14:17,365,2023-06-24
187,Shopping,12:35,13:06,31,2023-03-28
301,Cleaning,07:39,08:33,54,2023-01-10
327,Sleeping,01:28,08:37,429,2023-03-31
239,Exercising,06:21,07:25,64,2023-04-14
245,Walking,05:02,05:40,38,2023-06-11
459,Eating,19:12,20:19,67,2023-05-14
11,Working,17:24,00:41,437,2023-02-28
210,Relaxing,00:44,01:18,34,2023-05-26
338,Exercising,19:14,20:29,75,2023-04-26
411,Exercising,05:42,06:13,31,2023-02-07
269,Shopping,01:32,03:00,88,2023-03-04
151,Shopping,16:33,17:03,30,2023-06-16
157,Working,23:14,04:12,298,2023-06-17
470,Eating,12:30,13:36,66,2023-05-28
345,Eating,10:12,11:06,54,2023-06-02
62,Sleeping,09:22,16:34,432,2023-04-20
158,Eating,10:25,11:03,38,2023-05-20
247,Exercising,03:43,04:42,59,2023-01-28
233,Relaxing,18:26,20:04,98,2023-06-16
463,Shopping,12:08,13:59,111,2023-01-28
335,Socializing,14:26,16:01,95,2023-01-22
111,Shopping,23:02,00:50,108,2023-06-25
426,Eating,21:55,22:40,45,2023-05-27
105,Shopping,08:52,09:55,63,2023-03-18
251,Sleeping,01:27,09:55,508,2023-02-13
324,Shopping,15:21,16:31,70,2023-01-10
454,Working,07:38,15:51,493,2023-06-05
88,Socializing,23:08,23:48,40,2023-01-23
49,Eating,10:51,12:17,86,2023-05-22
483,Sleeping,14:49,00:17,568,2023-06-26
95,Working,01:42,10:22,520,2023-03-03
170,Walking,04:16,04:58,42,2023-04-07
119,Exercising,21:58,23:19,81,2023-05-16
217,Exercising,16:23,17:03,40,2023-03-14
302,Shopping,11:09,12:06,57,2023-06-18
239,Relaxing,04:46,05:18,32,2023-04-16
473,Walking,07:55,09:10,75,2023-06-12
350,Working,05:43,12:33,410,2023-02-15
216,Cleaning,08:46,10:38,112,2023-06-10
92,Cleaning,23:13,00:37,84,2023-04-11
397,Shopping,03:15,04:45,90,2023-03-30
187,Sleeping,02:50,10:24,454,2023-02-17
159,Sleeping,02:10,08:36,386,2023-04-10
409,Walking,14:28,15:40,72,2023-05-06
149,Exercising,21:32,22:46,74,2023-01-15
31,Cleaning,07:46,09:01,75,2023-05-05
477,Cleaning,23:14,23:54,40,2023-01-06
240,Cleaning,19:16,20:35,79,2023-01-02
263,Exercising,07:46,09:09,83,2023-05-18
299,Sleeping,12:49,21:16,507,2023-03-31
429,Shopping,17:16,18:58,102,2023-06-21
21,Working,23:35,07:27,472,2023-03-10
179,Shopping,19:48,21:22,94,2023-04-05
456,Cooking,13:13,14:14,61,2023-01-18
50,Relaxing,21:19,22:32,73,2023-04-14
133,Relaxing,05:14,06:57,103,2023-04-22
26,Sleeping,12:31,22:28,597,2023-03-06
389,Shopping,00:34,01:20,46,2023-03-28
202,Working,23:16,08:10,534,2023-04-20
85,Relaxing,02:46,03:47,61,2023-02-02
26,Sleeping,17:59,03:41,582,2023-06-21
62,Exercising,11:01,12:29,88,2023-05-10
464,Cleaning,07:24,08:13,49,2023-03-25
11,Working,14:10,20:56,406,2023-05-02
379,Socializing,09:43,10:32,49,2023-04-19
175,Eating,08:27,09:46,79,2023-03-31
410,Walking,08:44,09:15,31,2023-05-20
359,Exercising,01:44,03:13,89,2023-02-07
102,Relaxing,22:18,23:55,97,2023-06-18
71,Eating,08:22,09:38,76,2023-02-11
274,Eating,04:53,05:55,62,2023-03-17
494,Cooking,02:05,03:42,97,2023-06-12
97,Sleeping,13:50,20:10,380,2023-04-26
244,Shopping,17:54,19:20,86,2023-04-03
401,Eating,07:14,08:00,46,2023-02-18
11,Cooking,07:28,08:11,43,2023-05-12
31,Socializing,04:31,05:37,66,2023-06-22
146,Sleeping,15:36,01:01,565,2023-03-31
163,Cooking,15:16,16:45,89,2023-03-11
293,Cleaning,10:53,12:21,88,2023-04-19
24,Sleeping,10:18,20:04,586,2023-01-14
28,Cleaning,15:31,16:24,53,2023-02-10
242,Cleaning,21:10,22:00,50,2023-01-22
62,Exercising,01:20,02:06,46,2023-06-10
25,Relaxing,06:17,07:51,94,2023-06-11
95,Working,15:31,21:07,336,2023-01-05
91,Shopping,18:05,19:12,67,2023-03-01
333,Eating,19:01,19:50,49,2023-02-22
62,Shopping,11:02,13:02,120,2023-05-25
58,Cleaning,06:15,07:08,53,2023-02-27
212,Relaxing,09:15,10:26,71,2023-01-02
349,Working,11:47,16:52,305,2023-04-01
489,Working,07:42,14:23,401,2023-03-01
218,Sleeping,04:19,11:18,419,2023-04-15
403,Cooking,04:20,06:05,105,2023-06-18
146,Walking,21:46,22:27,41,2023-04-08
293,Shopping,02:23,03:08,45,2023-05-07
312,Relaxing,14:18,16:13,115,2023-01-25
164,Eating,14:34,16:04,90,2023-03-22
448,Socializing,06:18,06:45,27,2023-02-20
184,Walking,23:04,00:10,66,2023-06-25
88,Exercising,23:11,00:17,66,2023-01-08
14,Exercising,23:29,00:29,60,2023-04-16
276,Eating,17:34,18:17,43,2023-05-14
40,Sleeping,20:57,06:48,591,2023-01-24
473,Cleaning,02:23,03:44,81,2023-01-12
495,Exercising,23:21,23:54,33,2023-01-05
385,Walking,10:22,11:51,89,2023-04-27
165,Working,02:55,11:08,493,2023-03-20
358,Eating,21:16,22:32,76,2023-01-20
459,Exercising,11:31,12:51,80,2023-02-28
406,Working,23:17,03:44,267,2023-01-12
478,Socializing,17:48,18:57,69,2023-01-24
88,Working,03:49,12:17,508,2023-05-06
158,Shopping,10:49,12:37,108,2023-05-30
221,Shopping,15:39,16:58,79,2023-03-26
474,Exercising,11:32,12:35,63,2023-02-10
225,Relaxing,16:33,17:34,61,2023-03-22
150,Eating,18:52,20:02,70,2023-01-24
110,Socializing,16:57,18:34,97,2023-04-01
13,Cooking,00:38,01:44,66,2023-06-01
205,Eating,15:40,16:31,51,2023-02-23
423,Working,15:46,23:02,436,2023-06-17
122,Working,03:51,09:19,328,2023-05-26
444,Shopping,18:26,19:02,36,2023-05-17
339,Walking,21:04,21:38,34,2023-03-22
432,Shopping,10:18,10:43,25,2023-04-17
110,Cleaning,07:22,08:30,68,2023-04-10
23,Exercising,06:29,07:33,64,2023-04-15
45,Walking,12:49,13:27,38,2023-05-09
387,Exercising,04:12,05:40,88,2023-02-13
101,Cooking,10:56,12:18,82,2023-02-19
188,Relaxing,20:40,21:03,23,2023-01-21
15,Exercising,03:03,04:33,90,2023-02-06
227,Socializing,14:32,15:31,59,2023-05-04
218,Socializing,01:30,03:13,103,2023-04-25
129,Cleaning,20:39,22:35,116,2023-01-19
442,Exercising,17:48,18:53,65,2023-05-08
141,Exercising,06:06,07:10,64,2023-03-06
276,Cleaning,06:37,07:11,34,2023-03-13
397,Cleaning,14:28,15:10,42,2023-03-04
22,Working,00:44,05:43,299,2023-03-03
355,Exercising,10:23,11:05,42,2023-03-29
76,Walking,16:52,18:12,80,2023-02-25
199,Exercising,20:27,21:17,50,2023-01-29
62,Eating,23:54,00:41,47,2023-06-13
26,Exercising,11:21,12:08,47,2023-02-16
272,Relaxing,02:30,04:05,95,2023-05-15
495,Exercising,20:52,21:59,67,2023-01-19
291,Relaxing,05:08,06:21,73,2023-01-09
269,Cooking,20:37,21:56,79,2023-03-03
147,Sleeping,04:24,10:37,373,2023-01-31
244,Shopping,08:45,09:30,45,2023-06-26
106,Cooking,01:15,02:51,96,2023-06-24
257,Relaxing,05:15,06:44,89,2023-04-02
128,Cooking,00:44,02:35,111,2023-01-07
132,Walking,14:42,15:27,45,2023-04-03
135,Eating,18:16,19:42,86,2023-05-17
235,Cleaning,18:36,19:24,48,2023-05-06
228,Working,19:31,00:26,295,2023-04-17
308,Socializing,13:00,14:27,87,2023-01-31
495,Sleeping,16:57,00:52,475,2023-04-23
342,Cooking,11:01,11:41,40,2023-05-01
301,Cleaning,04:39,05:23,44,2023-03-07
25,Socializing,14:04,15:40,96,2023-01-14
128,Sleeping,17:06,01:01,475,2023-02-16
215,Eating,23:08,00:10,62,2023-03-23
134,Walking,23:43,00:14,31,2023-04-17
104,Relaxing,23:45,01:13,88,2023-01-02
415,Cleaning,07:49,08:10,21,2023-01-31
294,Shopping,03:12,04:18,66,2023-05-08
410,Exercising,07:15,07:45,30,2023-02-07
32,Cooking,05:20,06:43,83,2023-01-16
230,Socializing,12:27,12:53,26,2023-05-16
124,Shopping,16:06,17:27,81,2023-03-14
271,Eating,13:50,14:49,59,2023-06-21
390,Shopping,22:53,00:30,97,2023-03-28
285,Working,22:51,03:46,295,2023-03-31
254,Eating,14:07,14:52,45,2023-02-22
143,Cooking,12:02,13:37,95,2023-03-13
153,Working,14:08,18:10,242,2023-02-11
211,Cleaning,18:30,19:16,46,2023-04-23
268,Shopping,23:08,00:45,97,2023-05-01
125,Shopping,14:04,15:59,115,2023-05-04
10,Shopping,02:47,03:07,20,2023-01-23
370,Shopping,04:04,05:16,72,2023-04-05
394,Cleaning,11:50,12:30,40,2023-05-10
81,Walking,00:16,01:06,50,2023-06-27
52,Shopping,09:26,10:53,87,2023-04-06
40,Working,23:36,06:48,432,2023-01-31
291,Eating,05:19,06:37,78,2023-06-09
230,Relaxing,13:03,13:59,56,2023-03-16
204,Working,23:16,05:02,346,2023-02-25
294,Cooking,06:13,07:41,88,2023-05-30
224,Exercising,07:58,09:26,88,2023-06-18
71,Working,05:57,12:50,413,2023-02-22
23,Eating,23:59,00:37,38,2023-04-03
196,Sleeping,13:11,21:34,503,2023-02-22
351,Eating,20:52,22:07,75,2023-01-13
342,Working,05:25,12:35,430,2023-05-31
198,Walking,12:31,13:08,37,2023-06-09
411,Eating,12:19,13:05,46,2023-03-10
215,Working,13:07,19:49,402,2023-03-31
234,Socializing,20:19,22:00,101,2023-03-28
294,Shopping,08:22,09:41,79,2023-06-30
465,Cooking,08:27,09:41,74,2023-04-04
393,Socializing,07:10,08:30,80,2023-04-02
255,Eating,22:52,23:32,40,2023-01-16
91,Working,22:39,03:52,313,2023-05-23
422,Cleaning,16:56,17:24,28,2023-05-21
365,Sleeping,23:23,06:42,439,2023-05-18
324,Socializing,19:50,20:34,44,2023-01-09
349,Eating,21:10,21:43,33,2023-02-18
388,Working,09:09,16:34,445,2023-04-30
354,Cooking,20:27,21:06,39,2023-04-23
456,Socializing,20:01,21:40,99,2023-04-16
232,Socializing,21:26,23:05,99,2023-05-02
309,Working,04:15,12:41,506,2023-06-17
96,Exercising,22:48,23:55,67,2023-01-21
355,Exercising,21:49,22:53,64,2023-01-13
231,Sleeping,02:21,08:22,361,2023-02-01
404,Relaxing,08:05,09:58,113,2023-01-08
310,Shopping,12:08,14:08,120,2023-01-22
425,Eating,00:35,01:53,78,2023-04-03
417,Eating,15:24,16:05,41,2023-02-23
147,Cleaning,11:48,13:43,115,2023-04-14
31,Walking,13:46,14:52,66,2023-02-24
278,Exercising,03:17,04:36,79,2023-01-29
114,Cleaning,20:26,21:48,82,2023-03-30
254,Walking,07:42,08:29,47,2023-05-10
360,Exercising,23:47,00:30,43,2023-05-23
190,Socializing,08:24,10:06,102,2023-01-25
200,Exercising,19:55,20:25,30,2023-05-22
375,Socializing,06:32,07:01,29,2023-05-30
337,Eating,10:14,11:22,68,2023-01-15
157,Socializing,01:46,02:42,56,2023-01-07
179,Relaxing,08:13,08:48,35,2023-02-26
89,Cooking,16:04,17:14,70,2023-05-23
120,Cooking,18:49,20:32,103,2023-05-23
482,Relaxing,02:34,02:55,21,2023-05-23
290,Exercising,19:54,20:37,43,2023-06-29
384,Shopping,11:55,13:46,111,2023-01-22
428,Cooking,08:33,10:01,88,2023-02-06
109,Walking,17:29,18:22,53,2023-04-16
84,Shopping,16:32,17:55,83,2023-03-26
388,Eating,02:29,03:07,38,2023-03-23
395,Cooking,11:47,12:24,37,2023-01-03
167,Shopping,17:43,19:02,79,2023-05-24
318,Cooking,10:46,11:51,65,2023-04-15
110,Sleeping,12:51,20:25,454,2023-01-14
187,Relaxing,04:13,05:18,65,2023-04-15
77,Cleaning,09:01,09:42,41,2023-04-22
320,Cleaning,07:06,07:50,44,2023-05-25
72,Relaxing,19:04,20:10,66,2023-02-20
86,Shopping,08:49,10:04,75,2023-01-10
64,Working,20:11,04:34,503,2023-05-21
142,Exercising,20:27,21:18,51,2023-03-28
234,Working,15:07,23:25,498,2023-03-03
142,Relaxing,06:07,07:03,56,2023-04-01
440,Socializing,00:08,00:35,27,2023-06-26
121,Sleeping,02:07,10:51,524,2023-01-30
51,Working,05:32,14:17,525,2023-02-18
108,Exercising,14:50,15:32,42,2023-04-13
134,Sleeping,07:27,17:06,579,2023-05-05
205,Relaxing,14:27,16:22,115,2023-05-24
188,Relaxing,13:26,15:18,112,2023-06-28
460,Sleeping,21:12,05:19,487,2023-04-02
243,Working,07:44,14:47,423,2023-04-01
420,Shopping,02:06,03:44,98,2023-05-21
67,Walking,10:37,11:21,44,2023-05-17
436,Walking,17:27,18:15,48,2023-03-24
142,Eating,13:29,14:56,87,2023-06-24
255,Socializing,02:25,04:07,102,2023-03-04
493,Cleaning,03:41,05:02,81,2023-06-02
399,Walking,10:54,12:13,79,2023-04-19
358,Working,00:00,07:33,453,2023-01-09
335,Exercising,21:13,21:51,38,2023-03-12
438,Relaxing,02:35,04:31,116,2023-03-15
368,Cleaning,16:00,16:26,26,2023-01-04
309,Relaxing,06:56,08:46,110,2023-02-16
323,Working,10:42,18:58,496,2023-05-22
417,Relaxing,18:51,19:28,37,2023-04-18
395,Shopping,16:25,18:17,112,2023-06-15
497,Working,17:36,01:43,487,2023-03-12
89,Working,10:57,15:56,299,2023-06-02
66,Socializing,14:02,15:37,95,2023-06-24
155,Working,15:58,22:59,421,2023-01-24
26,Exercising,17:00,18:24,84,2023-03-02
491,Cooking,19:56,20:47,51,2023-02-17
96,Cooking,17:56,19:11,75,2023-01-23
244,Working,11:54,17:10,316,2023-05-01
476,Socializing,23:45,01:40,115,2023-04-10
439,Relaxing,16:38,17:08,30,2023-03-09
87,Cooking,22:05,23:11,66,2023-05-29
380,Eating,07:51,08:36,45,2023-03-02
476,Relaxing,22:06,22:53,47,2023-02-04
451,Eating,05:13,06:09,56,2023-06-21
430,Working,20:12,02:57,405,2023-04-11
333,Walking,01:57,03:11,74,2023-05-06
152,Cleaning,15:28,17:05,97,2023-06-22
335,Cleaning,11:38,12:52,74,2023-03-07
466,Relaxing,05:46,06:33,47,2023-02-28
332,Cleaning,21:51,23:26,95,2023-06-24
189,Working,13:11,22:03,532,2023-04-20
133,Cooking,07:33,09:01,88,2023-01-10
186,Socializing,02:23,02:56,33,2023-03-03
177,Sleeping,00:21,08:51,510,2023-02-28
56,Shopping,09:44,11:11,87,2023-02-12
165,Sleeping,20:54,04:07,433,2023-04-20
131,Walking,14:29,15:07,38,2023-04-28
210,Cooking,07:06,08:41,95,2023-05-09
383,Eating,17:13,18:00,47,2023-01-30
275,Exercising,06:09,07:34,85,2023-05-27
40,Socializing,11:00,12:37,97,2023-05-29
68,Shopping,05:05,05:50,45,2023-06-02
2,Eating,14:29,15:40,71,2023-03-02
56,Sleeping,17:26,00:55,449,2023-06-04
191,Socializing,18:00,19:42,102,2023-03-20
141,Shopping,03:40,05:30,110,2023-03-11
467,Walking,15:04,15:55,51,2023-04-29
210,Exercising,11:51,13:11,80,2023-05-22
10,Eating,00:14,01:30,76,2023-02-27
495,Socializing,20:04,21:50,106,2023-03-11
187,Exercising,05:34,06:53,79,2023-06-17
213,Eating,00:33,01:18,45,2023-01-15
447,Socializing,19:33,21:00,87,2023-05-19
374,Shopping,14:23,14:59,36,2023-03-28
164,Cleaning,19:13,20:04,51,2023-01-11
220,Walking,23:07,00:07,60,2023-06-01
104,Exercising,08:04,08:46,42,2023-01-19
221,Exercising,14:32,15:27,55,2023-02-06
33,Socializing,17:10,17:53,43,2023-02-20
27,Cooking,02:22,04:17,115,2023-01-01
278,Eating,07:11,08:03,52,2023-04-18
327,Working,06:44,13:08,384,2023-06-22
486,Cooking,19:09,19:46,37,2023-06-05
460,Exercising,14:50,15:53,63,2023-02-20
69,Sleeping,02:10,09:40,450,2023-05-16
35,Cooking,20:29,21:12,43,2023-03-28
4,Cooking,01:43,03:08,85,2023-01-29
92,Socializing,07:22,08:48,86,2023-01-04
470,Cleaning,05:38,07:35,117,2023-01-09
311,Relaxing,08:41,10:17,96,2023-03-11
255,Cleaning,14:05,15:44,99,2023-03-07
225,Working,22:41,04:15,334,2023-01-19
474,Walking,04:15,05:10,55,2023-02-24
343,Cooking,12:33,13:30,57,2023-01-21
419,Shopping,23:37,00:40,63,2023-03-20
403,Eating,08:54,10:14,80,2023-01-14
167,Cleaning,19:08,20:06,58,2023-03-13
399,Relaxing,12:50,14:37,107,2023-06-24
472,Shopping,00:11,02:05,114,2023-04-19
315,Socializing,06:40,08:12,92,2023-05-11
227,Relaxing,18:15,19:43,88,2023-01-10
353,Sleeping,06:32,13:45,433,2023-03-17
75,Socializing,17:22,18:08,46,2023-04-07
10,Sleeping,07:12,15:32,500,2023-06-20
166,Shopping,06:29,06:52,23,2023-03-07
253,Sleeping,02:51,09:44,413,2023-06-26
334,Exercising,22:24,23:46,82,2023-01-14
128,Working,13:56,21:45,469,2023-05-06
92,Walking,13:24,14:01,37,2023-03-12
53,Cooking,21:15,21:56,41,2023-04-12
386,Sleeping,09:58,16:40,402,2023-05-01
333,Exercising,18:37,19:07,30,2023-01-31
21,Walking,22:27,23:35,68,2023-04-25
394,Exercising,08:08,08:58,50,2023-05-12
414,Cleaning,00:37,01:12,35,2023-02-21
196,Cleaning,10:44,11:20,36,2023-04-27
305,Cleaning,23:43,01:03,80,2023-05-11
237,Working,23:39,03:47,248,2023-04-07
486,Exercising,22:22,23:38,76,2023-02-13
454,Walking,04:07,04:41,34,2023-01-02
202,Socializing,18:34,20:04,90,2023-01-25
113,Sleeping,16:20,00:26,486,2023-01-20
74,Cleaning,13:31,15:20,109,2023-03-04
131,Cooking,09:44,11:32,108,2023-03-31
441,Cooking,20:59,21:34,35,2023-02-20
377,Working,03:30,09:35,365,2023-01-23
233,Cleaning,07:29,07:52,23,2023-02-21
54,Cooking,21:50,22:36,46,2023-04-13
402,Relaxing,01:13,01:40,27,2023-01-10
442,Walking,01:46,02:26,40,2023-04-16
190,Walking,18:39,19:51,72,2023-05-22
423,Sleeping,03:46,11:30,464,2023-01-24
145,Relaxing,00:15,00:37,22,2023-02-28
435,Sleeping,06:49,13:31,402,2023-06-10
420,Exercising,22:38,00:06,88,2023-06-22
153,Shopping,04:57,05:29,32,2023-05-06
328,Walking,07:42,08:16,34,2023-05-24
474,Shopping,16:01,17:49,108,2023-06-11
294,Cleaning,01:15,03:07,112,2023-05-03
173,Socializing,14:07,15:26,79,2023-02-11
436,Cleaning,13:41,15:08,87,2023-02-04
253,Eating,06:26,07:34,68,2023-04-14
374,Cooking,16:17,16:49,32,2023-06-19
366,Exercising,21:23,22:08,45,2023-06-07
372,Cooking,13:59,14:53,54,2023-03-04
222,Exercising,15:28,16:51,83,2023-03-20
353,Relaxing,21:03,21:34,31,2023-02-28
350,Cleaning,04:18,05:24,66,2023-03-01
220,Sleeping,10:19,17:37,438,2023-03-08
275,Relaxing,13:43,14:41,58,2023-04-13
271,Relaxing,11:41,13:09,88,2023-03-16
75,Exercising,11:38,12:49,71,2023-06-06
407,Cooking,05:08,05:42,34,2023-03-11
222,Relaxing,00:59,02:05,66,2023-01-05
156,Eating,19:58,21:19,81,2023-03-14
22,Relaxing,14:39,15:15,36,2023-05-11
382,Socializing,14:14,15:09,55,2023-03-23
168,Shopping,06:10,07:42,92,2023-05-04
459,Sleeping,10:24,16:35,371,2023-05-15
218,Working,07:10,11:48,278,2023-02-25
141,Cleaning,14:27,15:00,33,2023-04-18
377,Cleaning,12:53,14:18,85,2023-03-05
276,Working,08:06,16:42,516,2023-06-19
119,Walking,10:41,11:52,71,2023-02-01
50,Shopping,16:29,17:14,45,2023-05-02
498,Cooking,17:33,18:58,85,2023-04-10
246,Sleeping,17:02,01:39,517,2023-04-18
496,Walking,15:15,15:59,44,2023-05-03
225,Socializing,02:07,03:04,57,2023-01-05
418,Cooking,15:19,15:47,28,2023-01-23
452,Cleaning,14:15,14:53,38,2023-06-09
380,Relaxing,16:09,17:55,106,2023-03-24
386,Working,23:40,06:28,408,2023-06-18
458,Walking,02:24,03:27,63,2023-03-09
413,Sleeping,04:32,12:10,458,2023-02-05
33,Relaxing,09:48,11:46,118,2023-01-24
233,Exercising,17:29,18:28,59,2023-02-15
434,Socializing,21:45,23:26,101,2023-01-30
476,Socializing,02:39,03:24,45,2023-03-06
475,Socializing,07:26,09:26,120,2023-03-05
203,Eating,22:17,23:34,77,2023-05-02
49,Shopping,19:33,19:58,25,2023-03-01
480,Walking,03:58,05:28,90,2023-01-23
447,Socializing,05:11,06:16,65,2023-02-28
455,Walking,06:03,07:05,62,2023-05-25
24,Socializing,05:47,06:36,49,2023-02-15
71,Working,08:22,16:15,473,2023-03-03
285,Socializing,18:15,19:40,85,2023-01-30
403,Cleaning,14:02,14:27,25,2023-03-17
186,Cooking,02:47,03:39,52,2023-01-17
61,Shopping,16:13,17:27,74,2023-01-18
27,Cleaning,04:05,05:26,81,2023-01-22
181,Working,18:21,23:27,306,2023-02-01
91,Working,17:52,22:38,286,2023-05-22
288,Cleaning,21:07,21:49,42,2023-06-29
52,Eating,01:44,03:14,90,2023-01-29
224,Walking,16:23,17:04,41,2023-02-03
116,Relaxing,21:09,22:02,53,2023-06-28
257,Sleeping,18:21,04:05,584,2023-01-04
